feature,live_val,training_val,diff,status,section,bar_idx,ts
im_delta_day_divergence,,1.0,,MISSING_LIVE,IM-NQ,1318,1776455940000
im_ltr_slope_diff,,-0.06261000000000004,,MISSING_LIVE,IM-NQ,1318,1776455940000
im_price_ratio_slope_10,,0.00027379203181114256,,MISSING_LIVE,IM-NQ,1318,1776455940000
im_smt_divergence,,-1.0,,MISSING_LIVE,IM-NQ,1318,1776455940000
im_volume_lead,,-7966.4,,MISSING_LIVE,IM-NQ,1318,1776455940000
dist_1d_max_atr,0.332961,0.332961,0.0,MATCH,ATR-NQ,970,1776435059000
dist_1d_min_atr,-4.783271,-4.783271,0.0,MATCH,ATR-NQ,970,1776435059000
dist_blind_nearest_up_atr,0.280983,0.280983,0.0,MATCH,ATR-NQ,970,1776435059000
dist_comp_20d_vah_atr,-13.391534,-13.391534,0.0,MATCH,ATR-NQ,970,1776435059000
dist_comp_20d_val_atr,-30.857781,-30.857781,0.0,MATCH,ATR-NQ,970,1776435059000
dist_comp_20d_vwap_atr,-17.293327,-17.293327,0.0,MATCH,ATR-NQ,970,1776435059000
dist_comp_50d_vah_atr,-11.964268,-11.964268,0.0,MATCH,ATR-NQ,970,1776435059000
dist_comp_50d_val_atr,-24.742666,-24.742666,0.0,MATCH,ATR-NQ,970,1776435059000
dist_comp_50d_vwap_atr,-17.242872,-17.242872,0.0,MATCH,ATR-NQ,970,1776435059000
dist_cur_vah_atr,-0.704497,-0.704497,0.0,MATCH,ATR-NQ,970,1776435059000
dist_cur_val_atr,-3.289006,-3.289006,0.0,MATCH,ATR-NQ,970,1776435059000
dist_cur_vpoc_atr,-2.527662,-2.527662,0.0,MATCH,ATR-NQ,970,1776435059000
dist_gex_nearest_up_atr,1.126789,1.126789,0.0,MATCH,ATR-NQ,970,1776435059000
dist_ib_high_atr,0.119785,0.119785,0.0,MATCH,ATR-NQ,970,1776435059000
dist_ib_low_atr,-1.069942,-1.069942,0.0,MATCH,ATR-NQ,970,1776435059000
dist_mq_call_0dte_atr,-13.166176,-13.166176,0.0,MATCH,ATR-NQ,970,1776435059000
dist_mq_call_atr,-2.121612,-2.121612,0.0,MATCH,ATR-NQ,970,1776435059000
dist_mq_hvl_atr,-11.948026,-11.948026,0.0,MATCH,ATR-NQ,970,1776435059000
dist_mq_put_0dte_atr,-3.542788,-3.542788,0.0,MATCH,ATR-NQ,970,1776435059000
dist_mq_put_atr,-22.424119,-22.424119,0.0,MATCH,ATR-NQ,970,1776435059000
dist_open_830_atr,-2.139884,-2.139884,0.0,MATCH,ATR-NQ,970,1776435059000
dist_prev_vah_atr,-2.007918,-2.007918,0.0,MATCH,ATR-NQ,970,1776435059000
dist_prev_val_atr,-3.550909,-3.550909,0.0,MATCH,ATR-NQ,970,1776435059000
dist_prev_vwap_sd1d_atr,-3.844311,-3.844311,0.0,MATCH,ATR-NQ,970,1776435059000
dist_prev_vwap_sd1u_atr,-2.33022,-2.33022,0.0,MATCH,ATR-NQ,970,1776435059000
dist_sess_high_atr,0.458837,0.458837,0.0,MATCH,ATR-NQ,970,1776435059000
dist_session_lvn_above_atr,0.117755,0.117755,0.0,MATCH,ATR-NQ,970,1776435059000
dist_swing_high_atr,0.458837,0.458837,0.0,MATCH,ATR-NQ,970,1776435059000
dist_vwap_d_sd1d_atr,-11.049513,-11.049513,0.0,MATCH,ATR-NQ,970,1776435059000
dist_vwap_d_sd1u_atr,-0.619893,-0.619893,0.0,MATCH,ATR-NQ,970,1776435059000
dist_vwap_d_sd2u_atr,0.45135,0.45135,0.0,MATCH,ATR-NQ,970,1776435059000
dist_vwap_d_sd3u_atr,1.522593,1.522593,0.0,MATCH,ATR-NQ,970,1776435059000
dist_comp_20d_vpoc_atr,,-20.79991878997056,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_comp_50d_vpoc_atr,,-20.79991878997056,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_cur_vwap_vp_atr,,-6.764477921023246,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_ext_edge_buy_atr,,-0.016242005887727135,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_ext_edge_sell_atr,,0.038574763983351947,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_ext_long_dn_atr,,-0.05278651913511319,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_ext_long_up_atr,,-0.09339153385443102,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_open_cash_atr,,-0.5928332149020404,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_ovn_high_atr,,-1.8901634351842451,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_ovn_low_atr,,-3.2991574459445743,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_prev_vpoc_atr,,-3.1773424017866208,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_prev_vwap_atr,,-3.087630697391128,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_vwap_w_atr,,-6.086755050248706,,MISSING_LIVE,ATR-NQ,970,1776435059000
next_wall_dist_atr,,0.09136128311846513,,MISSING_LIVE,ATR-NQ,970,1776435059000
open_gap_atr,,-2.58450918688458,,MISSING_LIVE,ATR-NQ,970,1776435059000
ovn_range_atr,,1.408994010760329,,MISSING_LIVE,ATR-NQ,970,1776435059000
poc_bar_dist_atr,,0.010151253679829459,,MISSING_LIVE,ATR-NQ,970,1776435059000
poc_separation_atr,,0.20708557506852096,,MISSING_LIVE,ATR-NQ,970,1776435059000
range_size_atr,,2.58450918688458,,MISSING_LIVE,ATR-NQ,970,1776435059000
sess_range_atr,,3.7579941122728657,,MISSING_LIVE,ATR-NQ,970,1776435059000
swing_range_atr,,1.5064460460866917,,MISSING_LIVE,ATR-NQ,970,1776435059000
dist_blind_nearest_dn_atr,-1.6467712922545934,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_gex_nearest_dn_atr,-0.09136128311846513,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_sess_low_atr,-3.2991574459445743,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_session_hvn_below_atr,0.010151253679829459,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_swing_low_atr,-1.0476093797584,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_vix_call_atr,0.015064460460866916,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_vix_gex_nearest_dn_atr,-0.00016242005887727134,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_vix_gex_nearest_up_atr,0.0008527053091056745,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_vix_hvl_atr,0.007958582884986295,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_vix_put_atr,-0.0011775454268602172,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_vwap_d_sd2d_atr,-3.8336209521875952,,,LIVE_ONLY,ATR-NQ,970,1776435059000
dist_vwap_d_sd3d_atr,-4.90486366866308,,,LIVE_ONLY,ATR-NQ,970,1776435059000
im_cross_delta_agreement_5,0.6,0.6,0.0,MATCH,IM-NQ,970,1776435059000
im_open_type_agreement,0.0,0.0,0.0,MATCH,IM-NQ,970,1776435059000
im_rolling_correlation_10,0.955085,0.955085,0.0,MATCH,IM-NQ,970,1776435059000
im_cross_delta_weighted_5,,189.4,,MISSING_LIVE,IM-NQ,970,1776435059000
im_cross_open_signal,,0.0,,MISSING_LIVE,IM-NQ,970,1776435059000
im_delta_day_divergence,,-1.0,,MISSING_LIVE,IM-NQ,970,1776435059000
im_ltr_slope_diff,,-0.11083000000000004,,MISSING_LIVE,IM-NQ,970,1776435059000
im_price_ratio_slope_10,,1.8011641338823056e-05,,MISSING_LIVE,IM-NQ,970,1776435059000
im_smt_divergence,,-1.0,,MISSING_LIVE,IM-NQ,970,1776435059000
im_volume_lead,,-545.4,,MISSING_LIVE,IM-NQ,970,1776435059000
dist_1d_max_atr,2.330889,2.330889,0.0,MATCH,ATR-NQ,744,1776421500000
dist_1d_min_atr,-2.994442,-2.994442,0.0,MATCH,ATR-NQ,744,1776421500000
dist_blind_nearest_up_atr,0.270245,0.270245,0.0,MATCH,ATR-NQ,744,1776421500000
dist_comp_20d_vah_atr,-12.16162,-12.16162,0.0,MATCH,ATR-NQ,744,1776421500000
dist_comp_20d_val_atr,-30.134613,-30.134613,0.0,MATCH,ATR-NQ,744,1776421500000
dist_comp_20d_vwap_atr,-16.307721,-16.307721,0.0,MATCH,ATR-NQ,744,1776421500000
dist_comp_50d_vah_atr,-10.650662,-10.650662,0.0,MATCH,ATR-NQ,744,1776421500000
dist_comp_50d_val_atr,-23.769574,-23.769574,0.0,MATCH,ATR-NQ,744,1776421500000
dist_comp_50d_vwap_atr,-16.198559,-16.198559,0.0,MATCH,ATR-NQ,744,1776421500000
dist_cur_vah_atr,-0.257814,-0.257814,0.0,MATCH,ATR-NQ,744,1776421500000
dist_cur_val_atr,-0.758648,-0.758648,0.0,MATCH,ATR-NQ,744,1776421500000
dist_cur_vpoc_atr,-0.646647,-0.646647,0.0,MATCH,ATR-NQ,744,1776421500000
dist_gex_nearest_up_atr,1.466579,1.466579,0.0,MATCH,ATR-NQ,744,1776421500000
dist_mq_call_0dte_atr,-11.719955,-11.719955,0.0,MATCH,ATR-NQ,744,1776421500000
dist_mq_call_atr,-0.224002,-0.224002,0.0,MATCH,ATR-NQ,744,1776421500000
dist_mq_hvl_atr,-10.452019,-10.452019,0.0,MATCH,ATR-NQ,744,1776421500000
dist_mq_put_0dte_atr,-1.703261,-1.703261,0.0,MATCH,ATR-NQ,744,1776421500000
dist_mq_put_atr,-21.356269,-21.356269,0.0,MATCH,ATR-NQ,744,1776421500000
dist_open_830_atr,-0.243021,-0.243021,0.0,MATCH,ATR-NQ,744,1776421500000
dist_prev_vah_atr,-0.105661,-0.105661,0.0,MATCH,ATR-NQ,744,1776421500000
dist_prev_val_atr,-1.711714,-1.711714,0.0,MATCH,ATR-NQ,744,1776421500000
dist_prev_vwap_sd1d_atr,-2.017108,-2.017108,0.0,MATCH,ATR-NQ,744,1776421500000
dist_prev_vwap_sd1u_atr,-0.441136,-0.441136,0.0,MATCH,ATR-NQ,744,1776421500000
dist_sess_high_atr,0.173285,0.173285,0.0,MATCH,ATR-NQ,744,1776421500000
dist_session_lvn_above_atr,0.004226,0.004226,0.0,MATCH,ATR-NQ,744,1776421500000
dist_session_lvn_below_atr,0.002113,0.002113,0.0,MATCH,ATR-NQ,744,1776421500000
dist_swing_high_atr,0.173285,0.173285,0.0,MATCH,ATR-NQ,744,1776421500000
dist_vwap_d_sd1d_atr,-3.517862,-3.517862,0.0,MATCH,ATR-NQ,744,1776421500000
dist_vwap_d_sd1u_atr,-0.311008,-0.311008,0.0,MATCH,ATR-NQ,744,1776421500000
dist_vwap_d_sd2u_atr,-0.026779,-0.026779,0.0,MATCH,ATR-NQ,744,1776421500000
dist_vwap_d_sd3u_atr,0.25745,0.25745,0.0,MATCH,ATR-NQ,744,1776421500000
dist_comp_20d_vpoc_atr,,-19.665687538302233,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_comp_50d_vpoc_atr,,-19.665687538302233,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_cur_vwap_vp_atr,,-2.3809463029099134,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_ext_edge_buy_atr,,0.008452906743306355,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_ext_edge_sell_atr,,0.012679360114959532,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_ext_long_dn_atr,,-0.002113226685826589,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_ext_long_up_atr,,0.059170347203144485,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_open_cash_atr,,-0.44166437733775704,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_ovn_high_atr,,0.01690581348661271,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_ovn_low_atr,,-1.4496735064770399,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_prev_vpoc_atr,,-1.3228799053274445,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_prev_vwap_atr,,-1.2295017011474823,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_vwap_w_atr,,-4.809307706937723,,MISSING_LIVE,ATR-NQ,744,1776421500000
next_wall_dist_atr,,1.069292703028254,,MISSING_LIVE,ATR-NQ,744,1776421500000
open_gap_atr,,-0.8812155279896875,,MISSING_LIVE,ATR-NQ,744,1776421500000
ovn_range_atr,,1.4665793199636525,,MISSING_LIVE,ATR-NQ,744,1776421500000
poc_bar_dist_atr,,0.002113226685826589,,MISSING_LIVE,ATR-NQ,744,1776421500000
poc_separation_atr,,0.21554912195431206,,MISSING_LIVE,ATR-NQ,744,1776421500000
range_size_atr,,0.5008347245409015,,MISSING_LIVE,ATR-NQ,744,1776421500000
sess_range_atr,,1.62295809471482,,MISSING_LIVE,ATR-NQ,744,1776421500000
swing_range_atr,,0.32332368293146807,,MISSING_LIVE,ATR-NQ,744,1776421500000
dist_blind_nearest_dn_atr,-0.4998275607024366,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_gex_nearest_dn_atr,-1.069292703028254,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_sess_low_atr,-1.4496735064770399,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_session_hvn_below_atr,0.06973648063227743,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_swing_low_atr,-0.15003909469368779,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_vix_call_atr,0.014602396399061728,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_vix_gex_nearest_dn_atr,-0.00019019040172439298,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_vix_gex_nearest_up_atr,0.0019230362841021957,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_vix_hvl_atr,0.0072061029986686675,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_vix_put_atr,-0.002303417087550982,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_vwap_d_sd2d_atr,-1.1636945542148307,,,LIVE_ONLY,ATR-NQ,744,1776421500000
dist_vwap_d_sd3d_atr,-1.447923543458507,,,LIVE_ONLY,ATR-NQ,744,1776421500000
im_cross_delta_agreement_5,0.8,0.8,0.0,MATCH,IM-NQ,744,1776421500000
im_open_type_agreement,0.0,0.0,0.0,MATCH,IM-NQ,744,1776421500000
im_rolling_correlation_10,0.971102,0.971102,1e-08,MATCH,IM-NQ,744,1776421500000
im_cross_delta_weighted_5,,6.6,,MISSING_LIVE,IM-NQ,744,1776421500000
im_cross_open_signal,,0.0,,MISSING_LIVE,IM-NQ,744,1776421500000
im_delta_day_divergence,,0.0,,MISSING_LIVE,IM-NQ,744,1776421500000
im_ltr_slope_diff,,0.41659000000000007,,MISSING_LIVE,IM-NQ,744,1776421500000
im_price_ratio_slope_10,,-2.1893268997035186e-05,,MISSING_LIVE,IM-NQ,744,1776421500000
im_smt_divergence,,0.0,,MISSING_LIVE,IM-NQ,744,1776421500000
im_volume_lead,,4.4,,MISSING_LIVE,IM-NQ,744,1776421500000
dist_1d_max_atr,0.176941,0.176941,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_1d_min_atr,-4.890015,-4.890015,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_blind_nearest_up_atr,0.125464,0.125464,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_comp_20d_vah_atr,-12.677444,-12.677444,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_comp_20d_val_atr,-30.713395,-30.713395,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_comp_20d_vwap_atr,-16.764468,-16.764468,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_comp_50d_vah_atr,-11.756545,-11.756545,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_comp_50d_val_atr,-24.657176,-24.657176,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_comp_50d_vwap_atr,-16.921365,-16.921365,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_cur_vah_atr,0.414204,0.414204,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_cur_val_atr,-0.291551,-0.291551,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_cur_vpoc_atr,0.158845,0.158845,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_gex_nearest_up_atr,0.963124,0.963124,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_ib_high_atr,-0.034182,-0.034182,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_ib_low_atr,-1.21245,-1.21245,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_mq_call_0dte_atr,-13.192182,-13.192182,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_mq_call_atr,-2.253991,-2.253991,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_mq_hvl_atr,-11.985764,-11.985764,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_mq_put_0dte_atr,-3.661479,-3.661479,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_mq_put_atr,-22.36096,-22.36096,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_open_830_atr,-2.272088,-2.272088,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_prev_vah_atr,0.828407,0.828407,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_prev_val_atr,-2.436965,-2.436965,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_prev_vwap_sd1d_atr,-2.497207,-2.497207,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_prev_vwap_sd1u_atr,0.143828,0.143828,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_sess_high_atr,0.840471,0.840471,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_session_hvn_above_atr,0.088471,0.088471,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_session_lvn_above_atr,0.164877,0.164877,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_swing_high_atr,0.78015,0.78015,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_vwap_d_sd1d_atr,-0.101791,-0.101791,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_vwap_d_sd1u_atr,0.421775,0.421775,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_vwap_d_sd2u_atr,0.645371,0.645371,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_vwap_d_sd3u_atr,0.868982,0.868982,0.0,MATCH,ATR-NQ,1170,1776447060000
dist_comp_20d_vpoc_atr,,-20.75240278280452,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_comp_50d_vpoc_atr,,-20.75240278280452,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_cur_vwap_vp_atr,,0.7929054570314071,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_ext_edge_buy_atr,,-0.06836369485663732,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_ext_edge_sell_atr,,-0.012064181445288938,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_ext_long_dn_atr,,0.010053484537740782,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_ext_long_up_atr,,0.020106969075481564,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_open_cash_atr,,-0.7399364619777216,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_ovn_high_atr,,-2.0247717859009935,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_ovn_low_atr,,-3.420195439739414,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_prev_vpoc_atr,,0.48055656090400933,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_prev_vwap_atr,,-1.1741056420155227,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_vwap_w_atr,,-5.5968534604093785,,MISSING_LIVE,ATR-NQ,1170,1776447060000
next_wall_dist_atr,,0.2432943258133269,,MISSING_LIVE,ATR-NQ,1170,1776447060000
open_gap_atr,,1.2204930228817308,,MISSING_LIVE,ATR-NQ,1170,1776447060000
ovn_range_atr,,1.3954236538384204,,MISSING_LIVE,ATR-NQ,1170,1776447060000
poc_bar_dist_atr,,0.06635299794908915,,MISSING_LIVE,ATR-NQ,1170,1776447060000
poc_separation_atr,,0.10053484537740781,,MISSING_LIVE,ATR-NQ,1170,1776447060000
range_size_atr,,0.7057546145494028,,MISSING_LIVE,ATR-NQ,1170,1776447060000
sess_range_atr,,4.260666747094543,,MISSING_LIVE,ATR-NQ,1170,1776447060000
swing_range_atr,,0.5107170145172317,,MISSING_LIVE,ATR-NQ,1170,1776447060000
dist_blind_nearest_dn_atr,-1.7837238106727793,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_gex_nearest_dn_atr,-0.2432943258133269,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_sess_low_atr,-3.420195439739414,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_swing_low_atr,0.26943338561145297,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_vix_call_atr,0.015019905899384726,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_vix_gex_nearest_dn_atr,-6.032090722644468e-05,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_vix_gex_nearest_up_atr,0.0009450275465476334,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_vix_hvl_atr,0.00798246672296618,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_vix_put_atr,-0.0010656693610005229,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_vwap_d_sd2d_atr,-0.2490437125507701,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
dist_vwap_d_sd3d_atr,-0.4726551252664174,,,LIVE_ONLY,ATR-NQ,1170,1776447060000
im_cross_delta_agreement_5,0.8,0.8,0.0,MATCH,IM-NQ,1170,1776447060000
im_open_type_agreement,1.0,1.0,0.0,MATCH,IM-NQ,1170,1776447060000
im_rolling_correlation_10,0.987007,0.987007,0.0,MATCH,IM-NQ,1170,1776447060000
im_cross_delta_weighted_5,,214.6,,MISSING_LIVE,IM-NQ,1170,1776447060000
im_cross_open_signal,,0.85,,MISSING_LIVE,IM-NQ,1170,1776447060000
im_delta_day_divergence,,0.0,,MISSING_LIVE,IM-NQ,1170,1776447060000
im_ltr_slope_diff,,-0.032650000000000026,,MISSING_LIVE,IM-NQ,1170,1776447060000
im_price_ratio_slope_10,,2.040269036105839e-05,,MISSING_LIVE,IM-NQ,1170,1776447060000
im_smt_divergence,,0.0,,MISSING_LIVE,IM-NQ,1170,1776447060000
im_volume_lead,,300.59999999999997,,MISSING_LIVE,IM-NQ,1170,1776447060000
dist_1d_max_atr,0.05831,0.05831,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_1d_min_atr,-5.008646,-5.008646,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_blind_nearest_up_atr,0.006833,0.006833,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_comp_20d_vah_atr,-12.707604,-12.707604,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_comp_20d_val_atr,-30.832026,-30.832026,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_comp_20d_vwap_atr,-16.770626,-16.770626,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_comp_50d_vah_atr,-11.80078,-11.80078,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_comp_50d_val_atr,-24.775807,-24.775807,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_comp_50d_vwap_atr,-16.952123,-16.952123,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_cur_vah_atr,0.160856,0.160856,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_cur_val_atr,-0.281498,-0.281498,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_cur_vpoc_atr,0.040214,0.040214,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_gex_nearest_up_atr,0.844493,0.844493,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_ib_high_atr,-0.152813,-0.152813,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_ib_low_atr,-1.331081,-1.331081,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_mq_call_0dte_atr,-13.310814,-13.310814,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_mq_call_atr,-2.372622,-2.372622,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_mq_hvl_atr,-12.104395,-12.104395,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_mq_put_0dte_atr,-3.78011,-3.78011,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_mq_put_atr,-22.479591,-22.479591,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_open_830_atr,-2.390719,-2.390719,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_prev_vah_atr,0.709776,0.709776,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_prev_val_atr,-2.555596,-2.555596,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_prev_vwap_sd1d_atr,-2.615838,-2.615838,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_prev_vwap_sd1u_atr,0.025196,0.025196,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_sess_high_atr,0.72184,0.72184,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_session_hvn_above_atr,0.002011,0.002011,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_session_lvn_above_atr,0.349861,0.349861,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_session_lvn_below_atr,0.28954,0.28954,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_swing_high_atr,0.152813,0.152813,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_vwap_d_sd1d_atr,-0.597931,-0.597931,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_vwap_d_sd1u_atr,0.20374,0.20374,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_vwap_d_sd2u_atr,0.380352,0.380352,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_vwap_d_sd3u_atr,0.556963,0.556963,0.0,MATCH,ATR-NQ,1249,1776451799000
dist_comp_20d_vpoc_atr,,-20.87103390034986,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_comp_50d_vpoc_atr,,-20.87103390034986,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_cur_vwap_vp_atr,,0.10857763300760044,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_ext_edge_buy_atr,,-3.678569992359352,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_ext_edge_sell_atr,,-0.014074878352837094,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_ext_long_dn_atr,,-0.07238508867173363,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_ext_long_up_atr,,-0.058310210318896535,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_open_cash_atr,,-0.8585675795230627,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_ovn_high_atr,,0.21715526601520088,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_ovn_low_atr,,-0.3176901113926087,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_prev_vpoc_atr,,0.3619254433586681,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_prev_vwap_atr,,-1.2927367595608639,,MISSING_LIVE,ATR-NQ,1249,1776451799000
dist_vwap_w_atr,,-5.56829513009209,,MISSING_LIVE,ATR-NQ,1249,1776451799000
next_wall_dist_atr,,0.3619254433586681,,MISSING_LIVE,ATR-NQ,1249,1776451799000
open_gap_atr,,1.2204930228817308,,MISSING_LIVE,ATR-NQ,1249,1776451799000
ovn_range_atr,,0.5348453774078096,,MISSING_LIVE,ATR-NQ,1249,1776451799000
